r_lambda_over_NA,Airy,Gaussian
0.7830508474576271,0.016662255289344296,0.0016246954141942195
0.7852080123266564,0.016764628381891085,0.0015681338853300267
0.7873651771956857,0.01686031865576525,0.0015133939348920004
0.7895223420647149,0.01694930854623597,0.001460422461106229
0.7916795069337441,0.017031585858672108,0.0014091677102597378
0.7938366718027734,0.01710714368170818,0.001359579249340615
0.7959938366718027,0.017175980298948658,0.0013116079390047396
0.798151001540832,0.01723809909926897,0.0012652059068731466
0.8003081664098612,0.017293508485771252,0.0012203265211637555
0.8024653312788905,0.017342221783453363,0.0011769243646608145
0.8046224961479198,0.017384257145649753,0.0011349552090250512
0.8067796610169491,0.017419637459302723,0.0010943759894472154
0.8089368258859784,0.01744839024912276,0.001055144779647345
0.8110939907550077,0.017470547580696764,0.0010172207672218066
0.8132511556240369,0.017486145962602728,0.0009805642293398014
0.8154083204930662,0.017495226247589604,0.0009451365087908121
0.8175654853620955,0.017497833532881167,0.0009108999903840826
0.8197226502311248,0.017494017059661908,0.000877818077701045
0.8218798151001541,0.017483830111804037,0.0008458551702012465
0.8240369799691833,0.0174673299138932,0.0008149766406821564
0.8261941448382126,0.01744457752861161,0.0007851488130929108
0.8283513097072419,0.0174156377535359,0.0007563389407018694
0.8305084745762711,0.01738057901740783,0.000728515184617588
0.8326656394453004,0.017339473275935036,0.0007016465926625964
0.8348228043143296,0.017292395907178904,0.000675703078599197
0.8369799691833589,0.017239425606586617,0.0006506554017062133
0.8391371340523882,0.017180644281723445,0.0006264751467055034
0.8412942989214175,0.01711613694676192,0.0006031347040368087
0.8434514637904468,0.017045991616783135,0.0005806072504793533
0.8456086286594761,0.01697029920194576,0.0005588667301184315
0.8477657935285053,0.0168891534015777,0.0005378878356550462
0.8499229583975346,0.016802650598244567,0.0005176459900565138
0.8520801232665639,0.016710889751849065,0.0004981173285458016
0.8542372881355932,0.01661397229381474,0.00047927868092721715
0.8563944530046225,0.01651200202140697,0.0004611075542459195
0.8585516178736518,0.01640508499224334,0.00044358211577862734
0.860708782742681,0.016293329419045592,0.0004266811763527465
0.8628659476117103,0.016176845564683802,0.00041038417399103097
0.8650231124807396,0.016055745637563644,0.00039467115787879877
0.8671802773497688,0.015930143687406754,0.0003795227726506026
0.869337442218798,0.01580015550147296,0.0003649202429931619
0.8714946070878273,0.01566589850127355,0.00035084535856130003
0.8736517719568566,0.01552749163982283,0.00033728045920349405
0.8758089368258859,0.015385055299475689,0.0003242084204936224
0.8779661016949152,0.015238711190397072,0.00031161263956538927
0.8801232665639445,0.015088582249709425,0.0002994770212458448
0.8822804314329737,0.014934792541362566,0.0002877859644843625
